Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/USA/NY-PRL-2021_0415_01B08/2021	EPI_ISL_1634296	2021-04-13	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0415_01A11/2021	EPI_ISL_1634297	2021-04-13	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0415_01G21/2021	EPI_ISL_1634301	2021-04-13	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.44% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1	GH
hCoV-19/USA/NY-PRL-2021_0415_01B12/2021	EPI_ISL_1634303	2021-04-13	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0415_01F17/2021	EPI_ISL_1634309	2021-04-13	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/NY-PRL-2021_0415_01C07/2021	EPI_ISL_1634319	2021-04-13	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (6.38% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01G21/2021	EPI_ISL_1635439	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.131	GH
hCoV-19/USA/NY-PRL-2021_0412_01A12/2021	EPI_ISL_1635440	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.45% of overall sequence). NS8_E106stop results in 13.2% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference sequence.	warn	B.1.1.318	GR
hCoV-19/USA/NY-PRL-2021_0412_01E12/2021	EPI_ISL_1635441	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (4.69% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01A24/2021	EPI_ISL_1635443	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01J01/2021	EPI_ISL_1635444	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.85% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01P12/2021	EPI_ISL_1635449	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00P23/2021	EPI_ISL_1635451	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_00M24/2021	EPI_ISL_1635456	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.96% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01H08/2021	EPI_ISL_1635458	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (6.53% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00O14/2021	EPI_ISL_1635459	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.67% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01L04/2021	EPI_ISL_1635462	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.49% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01M05/2021	EPI_ISL_1635465	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01B10/2021	EPI_ISL_1635466	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (5.66% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	alert	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_00M16/2021	EPI_ISL_1635467	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01G01/2021	EPI_ISL_1635468	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.79% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1.526.1	GH
hCoV-19/USA/NY-PRL-2021_0412_01C04/2021	EPI_ISL_1635469	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (5.41% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	alert	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_00O12/2021	EPI_ISL_1635472	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01F22/2021	EPI_ISL_1635474	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01K04/2021	EPI_ISL_1635476	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01I12/2021	EPI_ISL_1635477	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (8.11% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00O20/2021	EPI_ISL_1635480	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01E03/2021	EPI_ISL_1635481	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01I22/2021	EPI_ISL_1635482	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1	GH
hCoV-19/USA/NY-PRL-2021_0412_00N12/2021	EPI_ISL_1635483	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (6.08% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	alert	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01M03/2021	EPI_ISL_1635484	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.95% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01N17/2021	EPI_ISL_1635485	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.09% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01M21/2021	EPI_ISL_1635488	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.95% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_00M15/2021	EPI_ISL_1635489	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01C19/2021	EPI_ISL_1635492	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00P10/2021	EPI_ISL_1635493	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (9.33% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01J09/2021	EPI_ISL_1635496	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.79% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00O09/2021	EPI_ISL_1635498	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.77% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01G22/2021	EPI_ISL_1635499	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (6.09% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	alert	B.1.526.1	GH
hCoV-19/USA/NY-PRL-2021_0412_01G02/2021	EPI_ISL_1635530	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01F02/2021	EPI_ISL_1635532	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01K12/2021	EPI_ISL_1635533	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01C10/2021	EPI_ISL_1635534	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01I15/2021	EPI_ISL_1635537	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (1.88% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01J12/2021	EPI_ISL_1635538	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (6.40% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01K24/2021	EPI_ISL_1635539	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.60% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01J16/2021	EPI_ISL_1635543	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.23% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01H15/2021	EPI_ISL_1635546	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01M15/2021	EPI_ISL_1635547	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01I02/2021	EPI_ISL_1635548	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.02% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01M22/2021	EPI_ISL_1635549	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01I07/2021	EPI_ISL_1635550	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01J20/2021	EPI_ISL_1635551	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (1.89% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01G08/2021	EPI_ISL_1635555	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (5.58% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	alert	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01L07/2021	EPI_ISL_1635556	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.51% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01B04/2021	EPI_ISL_1635558	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (5.69% of overall sequence). Gap of 16 nucleotides when compared to the reference sequence.	alert	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01E01/2021	EPI_ISL_1635564	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.52% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01H10/2021	EPI_ISL_1635565	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.37% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01I05/2021	EPI_ISL_1635566	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.95% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01D06/2021	EPI_ISL_1635567	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01G11/2021	EPI_ISL_1635570	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (8.74% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	alert	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01G17/2021	EPI_ISL_1635574	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_01K16/2021	EPI_ISL_1635575	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.90% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_00P03/2021	EPI_ISL_1635576	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.25% of overall sequence). Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	warn	P.1	GR
hCoV-19/USA/NY-PRL-2021_0412_01C23/2021	EPI_ISL_1635578	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (1.81% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01H04/2021	EPI_ISL_1635582	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Long stretches of NNNs (6.95% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	alert	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01A14/2021	EPI_ISL_1635583	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01B05/2021	EPI_ISL_1635584	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (3.24% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01E05/2021	EPI_ISL_1635585	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Insertion of 4 nucleotides when compared to the reference sequence. Gap of 9 nucleotides when compared to the reference sequence.	info	P.1	GR
hCoV-19/USA/NY-PRL-2021_0412_01M04/2021	EPI_ISL_1635586	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_E106stop results in 13.2% truncation of the protein sequence. Gap of 30 nucleotides when compared to the reference sequence.	warn	B.1.1.318	GR
hCoV-19/USA/NY-PRL-2021_0412_00N14/2021	EPI_ISL_1635588	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 10 nucleotides when compared to the reference sequence.	info	B.1.526.2	GH
hCoV-19/USA/NY-PRL-2021_0412_01A18/2021	EPI_ISL_1635590	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.91% of overall sequence). NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00P08/2021	EPI_ISL_1635591	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	info	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_01H12/2021	EPI_ISL_1635593	2021-04-11	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (4.12% of overall sequence). Gap of 10 nucleotides when compared to the reference sequence.	warn	B.1.526	GH
hCoV-19/USA/NY-PRL-2021_0412_00O21/2021	EPI_ISL_1635594	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (2.38% of overall sequence). NS8_K68stop results in 44.6% truncation of the protein sequence. NS8_Q27stop results in 78.5% truncation of the protein sequence. Gap of 19 nucleotides when compared to the reference sequence.	warn	B.1.1.7	GRY
hCoV-19/USA/NY-PRL-2021_0412_00P18/2021	EPI_ISL_1635598	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Stretches of NNNs (1.35% of overall sequence). Gap of 13 nucleotides when compared to the reference sequence.	warn	B.1.526.1	GH
hCoV-19/USA/NY-PRL-2021_0412_01I24/2021	EPI_ISL_1635599	2021-04-10	North America / USA / New York / New York City	Human	Original	Nasopharyngeal swab		Illumina MiSeq/NextSeq	BWA mem 0.7.17-r1188	Gap of 13 nucleotides when compared to the reference sequence.	info	B.1.526.1	GH
